#contig,contig_reassign,bases_hap_dip,bases_low_high,bases_all,perc_low_coverage,perc_hap_coverage,perc_dip_coverage,perc_high_coverage
NW_020539726.1.TD_302,s,57329,0,57329,0.000,100.000,0.000,0.000
NW_020539726.1.TD_195,s,56845,477,57322,0.832,99.168,0.000,0.000
NW_020537324.1.TD_1282,s,57316,0,57316,0.000,100.000,0.000,0.000
NW_020537646.1.TD_987,s,48984,8315,57299,14.512,85.488,0.000,0.000
NW_020537324.1.TD_625,s,51672,5620,57292,9.809,90.191,0.000,0.000
NW_020539726.1.TD_50,s,51245,6043,57288,10.548,89.452,0.000,0.000
NW_020539725.1.TD_996,s,55711,1560,57271,2.724,97.276,0.000,0.000
NW_020538040.1.TD_2467,s,50896,6355,57251,11.100,88.900,0.000,0.000
NW_020538040.1.TD_4,s,54939,2303,57242,4.023,95.977,0.000,0.000
NW_020539724.1.TD_436,s,56363,892,57255,1.558,98.442,0.000,0.000
NW_020538040.1.TD_2553,s,42821,14398,57219,25.163,74.837,0.000,0.000
NW_020536999.1.TD_1318,s,46090,11094,57184,19.401,80.599,0.000,0.000
NW_020538040.1.TD_487,s,50905,6307,57212,11.024,88.976,0.000,0.000
NW_020536999.1.TD_901,s,56864,349,57213,0.610,99.390,0.000,0.000
NW_020537758.1.TD_1049,s,54301,2878,57179,5.033,94.967,0.000,0.000
NW_020537646.1.TD_834,s,46831,10337,57168,18.082,81.918,0.000,0.000
NW_020539724.1.TD_494,s,54785,2358,57143,4.126,95.874,0.000,0.000
NW_020536999.1.TD_913,s,54883,1884,56767,3.319,89.025,7.656,0.000
NW_020539726.1.TD_9,s,52437,4693,57130,8.215,91.785,0.000,0.000
NW_020537646.1.TD_88,s,56995,119,57114,0.208,99.792,0.000,0.000
NW_020538040.1.TD_194,s,48762,8296,57058,14.540,85.460,0.000,0.000
NW_020539724.1.TD_365,s,56465,633,57098,1.109,98.891,0.000,0.000
NW_020537324.1.TD_1066,s,54346,2651,56997,4.651,95.349,0.000,0.000
NW_020538985.1.TD_2,s,47827,9159,56986,16.072,83.928,0.000,0.000
NW_020536999.1.TD_528,s,54328,2701,57029,4.736,95.264,0.000,0.000
NW_020537758.1.TD_514,s,55892,1078,56970,1.892,98.108,0.000,0.000
NW_020536999.1.TD_532,s,50361,6606,56967,11.596,81.210,7.194,0.000
NW_020538040.1.TD_2,s,54291,2667,56958,4.682,95.318,0.000,0.000
NW_020537646.1.TD_374,s,56952,0,56952,0.000,100.000,0.000,0.000
NW_020537801.1.TD_1,s,52325,4632,56957,8.132,91.868,0.000,0.000
NW_020539727.1.TD_426,s,54488,2463,56951,4.325,95.675,0.000,0.000
NW_020537758.1.TD_377,s,53811,3085,56896,5.422,94.578,0.000,0.000
NW_020538040.1.TD_1782,s,55562,1324,56886,2.327,97.673,0.000,0.000
NW_020539726.1.TD_935,s,56644,259,56903,0.455,99.545,0.000,0.000
NW_020539726.1.TD_534,s,54621,2257,56878,3.968,96.032,0.000,0.000
NW_020538496.1.TD_2,s,51425,5429,56854,9.549,90.451,0.000,0.000
NW_020538040.1.TD_2352,s,54031,2828,56859,4.974,94.752,0.274,0.000
NW_020538040.1.TD_1834,s,49325,7509,56834,13.212,86.788,0.000,0.000
NW_020538040.1.TD_1630,s,56496,360,56856,0.633,99.367,0.000,0.000
NW_020537324.1.TD_724,s,50390,6443,56833,11.337,88.663,0.000,0.000
NW_020537324.1.TD_913,s,56813,7,56820,0.012,99.988,0.000,0.000
NW_020537324.1.TD_295,s,56817,0,56817,0.000,100.000,0.000,0.000
NW_020538040.1.TD_829,s,51683,5135,56818,9.038,90.962,0.000,0.000
NW_020539726.1.TD_542,s,55640,1177,56817,2.072,97.928,0.000,0.000
NW_020537646.1.TD_772,s,55702,1113,56815,1.959,98.041,0.000,0.000
NW_020538040.1.TD_1953,s,50197,6544,56741,11.533,88.467,0.000,0.000
NW_020536999.1.TD_653,s,50545,6228,56773,10.970,89.030,0.000,0.000
NW_020537646.1.TD_296,s,51454,5286,56740,9.316,90.684,0.000,0.000
NW_020536999.1.TD_1571,s,51415,5301,56716,9.347,90.653,0.000,0.000
NW_020539204.1.TD_2,s,50119,6577,56696,11.600,88.400,0.000,0.000
NW_020537646.1.TD_703,s,37939,18748,56687,33.073,66.927,0.000,0.000
NW_020536999.1.TD_657,s,53594,3090,56684,5.451,94.549,0.000,0.000
NW_020537324.1.TD_1063,s,55762,899,56661,1.587,98.413,0.000,0.000
NW_020539726.1.TD_138,s,55387,1281,56668,2.261,97.739,0.000,0.000
NW_020538710.1.TD_3,s,52959,3724,56683,6.570,57.038,36.392,0.000
NW_020537324.1.TD_2,s,53015,3604,56619,6.365,93.635,0.000,0.000
NW_020536999.1.TD_1671,s,52580,4037,56617,7.130,90.914,1.955,0.000
NW_020536247.1.TD_2,s,53800,2813,56613,4.969,68.677,26.354,0.000
NW_020537324.1.TD_874,s,55206,1379,56585,2.437,94.811,2.752,0.000
NW_020539725.1.TD_569,s,56558,0,56558,0.000,100.000,0.000,0.000
NW_020539871.1.TD_2,s,54905,1648,56553,2.914,80.422,16.664,0.000
NW_020539128.1.TD_1,s,51679,4870,56549,8.612,91.388,0.000,0.000
NW_020536999.1.TD_1532,s,52364,4185,56549,7.401,92.599,0.000,0.000
NW_020539725.1.TD_939,s,56546,0,56546,0.000,100.000,0.000,0.000
NW_020539725.1.TD_356,s,56054,485,56539,0.858,99.142,0.000,0.000
NW_020539726.1.TD_517,s,55038,1493,56531,2.641,97.359,0.000,0.000
NW_020537324.1.TD_502,s,53021,3482,56503,6.163,93.837,0.000,0.000
NW_020536999.1.TD_774,s,52934,3497,56431,6.197,93.415,0.388,0.000
NW_020538588.1.TD_1,s,43939,12525,56464,22.182,77.818,0.000,0.000
NW_020537324.1.TD_618,s,49721,6705,56426,11.883,88.117,0.000,0.000
NW_020539725.1.TD_314,s,53149,3339,56488,5.911,94.089,0.000,0.000
NW_020538040.1.TD_534,s,52596,3814,56410,6.761,93.239,0.000,0.000
NW_020536999.1.TD_1567,s,54149,2276,56425,4.034,95.966,0.000,0.000
NW_020539726.1.TD_594,s,56413,2,56415,0.004,99.996,0.000,0.000
NW_020538040.1.TD_1830,s,51761,4583,56344,8.134,91.866,0.000,0.000
NW_020537646.1.TD_528,s,54194,2158,56352,3.830,96.170,0.000,0.000
NW_020539725.1.TD_989,s,52796,3520,56316,6.250,93.750,0.000,0.000
NW_020538040.1.TD_275,s,52638,3746,56384,6.644,93.356,0.000,0.000
NW_020537324.1.TD_249,s,54055,2236,56291,3.972,96.028,0.000,0.000
NW_020537646.1.TD_486,s,52624,3656,56280,6.496,93.504,0.000,0.000
NW_020537646.1.TD_721,s,53608,2641,56249,4.695,95.305,0.000,0.000
NW_020538377.1.TD_1,s,37368,18874,56242,33.559,63.664,2.777,0.000
NW_020536912.1.TD_7,s,56225,61,56286,0.108,78.751,21.140,0.000
NW_020539727.1.TD_99,s,52263,3943,56206,7.015,92.985,0.000,0.000
NW_020538417.1.TD_1,s,49161,7066,56227,12.567,87.433,0.000,0.000
NW_020536999.1.TD_1819,s,54854,1346,56200,2.395,97.605,0.000,0.000
NW_020539726.1.TD_799,s,56162,3,56165,0.005,99.995,0.000,0.000
NW_020538040.1.TD_1390,s,53000,3169,56169,5.642,94.358,0.000,0.000
NW_020537758.1.TD_1228,s,53929,2269,56198,4.038,95.962,0.000,0.000
NW_020538040.1.TD_687,s,56135,0,56135,0.000,100.000,0.000,0.000
NW_020537324.1.TD_722,s,55825,310,56135,0.552,99.448,0.000,0.000
NW_020537324.1.TD_1634,s,56150,7,56157,0.012,99.988,0.000,0.000
NW_020537324.1.TD_1477,s,55713,397,56110,0.708,99.045,0.248,0.000
NW_020537646.1.TD_614,s,50896,5172,56068,9.225,90.775,0.000,0.000
NW_020536999.1.TD_1293,s,55874,176,56050,0.314,99.686,0.000,0.000
NW_020538040.1.TD_1890,s,54796,1254,56050,2.237,97.763,0.000,0.000
NW_020536999.1.TD_17,s,49324,6715,56039,11.983,88.017,0.000,0.000
NW_020539724.1.TD_482,s,55254,781,56035,1.394,98.606,0.000,0.000
NW_020538040.1.TD_21,s,56011,0,56011,0.000,100.000,0.000,0.000
NW_020539013.1.TD_2,s,55547,476,56023,0.850,64.300,34.850,0.000
NW_020537646.1.TD_552,s,54539,1459,55998,2.605,97.395,0.000,0.000
NW_020537324.1.TD_128,s,52319,3689,56008,6.587,93.413,0.000,0.000
NW_020538787.1.TD_1,s,51181,4815,55996,8.599,91.401,0.000,0.000
NW_020537324.1.TD_1567,s,54612,1350,55962,2.412,97.588,0.000,0.000
NW_020539724.1.TD_453,s,55985,0,55985,0.000,100.000,0.000,0.000
NW_020537646.1.TD_1037,s,50403,5538,55941,9.900,90.100,0.000,0.000
NW_020539727.1.TD_520,s,52499,3439,55938,6.148,93.852,0.000,0.000
NW_020537646.1.TD_110,s,53987,1924,55911,3.441,96.559,0.000,0.000
NW_020537324.1.TD_961,s,54165,1770,55935,3.164,96.836,0.000,0.000
NW_020538040.1.TD_325,s,55909,0,55909,0.000,100.000,0.000,0.000
NW_020537324.1.TD_649,s,55088,820,55908,1.467,98.533,0.000,0.000
NW_020539725.1.TD_1100,s,55325,556,55881,0.995,99.005,0.000,0.000
NW_020536999.1.TD_1489,s,55879,1,55880,0.002,99.998,0.000,0.000
NW_020538040.1.TD_1219,s,52384,3492,55876,6.250,93.750,0.000,0.000
NW_020539725.1.TD_1225,s,55212,634,55846,1.135,98.865,0.000,0.000
NW_020537646.1.TD_1050,s,48967,6878,55845,12.316,87.684,0.000,0.000
NW_020537324.1.TD_516,s,53261,2572,55833,4.607,95.393,0.000,0.000
NW_020539725.1.TD_623,s,55725,107,55832,0.192,99.808,0.000,0.000
NW_020536999.1.TD_1455,s,55101,698,55799,1.251,98.749,0.000,0.000
NW_020538040.1.TD_1023,s,43889,11861,55750,21.275,78.725,0.000,0.000
NW_020538040.1.TD_2172,s,54944,790,55734,1.417,98.583,0.000,0.000
NW_020537324.1.TD_1499,s,53889,1837,55726,3.296,96.704,0.000,0.000
NW_020537324.1.TD_305,s,50063,5659,55722,10.156,89.553,0.291,0.000
NW_020537324.1.TD_349,s,52071,3660,55731,6.567,93.433,0.000,0.000
NW_020537324.1.TD_1257,s,52229,3453,55682,6.201,93.799,0.000,0.000
NW_020539726.1.TD_718,s,55702,0,55702,0.000,100.000,0.000,0.000
NW_020538040.1.TD_1180,s,51908,3772,55680,6.774,93.226,0.000,0.000
NW_020537646.1.TD_55,s,49015,6661,55676,11.964,88.036,0.000,0.000
NW_020538382.1.TD_1,s,49758,5898,55656,10.597,89.403,0.000,0.000
NW_020539725.1.TD_1378,s,50135,5492,55627,9.873,90.127,0.000,0.000
NW_020537758.1.TD_838,s,50709,4918,55627,8.841,91.159,0.000,0.000
NW_020537324.1.TD_481,s,44650,10970,55620,19.723,80.277,0.000,0.000
NW_020538040.1.TD_914,s,45615,9994,55609,17.972,82.028,0.000,0.000
NW_020536999.1.TD_269,s,52399,3207,55606,5.767,92.963,1.270,0.000
NW_020537646.1.TD_651,s,52063,3529,55592,6.348,93.652,0.000,0.000
NW_020539724.1.TD_136,s,46294,9307,55601,16.739,83.261,0.000,0.000
NW_020537324.1.TD_134,s,55496,95,55591,0.171,99.829,0.000,0.000
NW_020536999.1.TD_1046,s,50389,5171,55560,9.307,90.693,0.000,0.000
NW_020537758.1.TD_401,s,55547,6,55553,0.011,99.989,0.000,0.000
NW_020537646.1.TD_20,s,53548,2000,55548,3.600,96.400,0.000,0.000
NW_020536999.1.TD_700,s,54675,852,55527,1.534,98.466,0.000,0.000
NW_020537324.1.TD_405,s,55124,399,55523,0.719,99.281,0.000,0.000
NW_020539725.1.TD_957,s,54639,888,55527,1.599,98.401,0.000,0.000
NW_020539725.1.TD_1121,s,55497,25,55522,0.045,99.955,0.000,0.000
NW_020539213.1.TD_1,s,55488,0,55488,0.000,100.000,0.000,0.000
NW_020538040.1.TD_2059,s,46301,9172,55473,16.534,83.466,0.000,0.000
NW_020537324.1.TD_1301,s,54142,1315,55457,2.371,97.629,0.000,0.000
NW_020536999.1.TD_426,s,53546,1913,55459,3.449,94.885,1.666,0.000
NW_020536999.1.TD_606,s,42042,13414,55456,24.189,75.811,0.000,0.000
NW_020538040.1.TD_1868,s,47173,8280,55453,14.932,85.068,0.000,0.000
NW_020536999.1.TD_806,s,53214,2238,55452,4.036,95.964,0.000,0.000
NW_020537646.1.TD_930,s,54258,1153,55411,2.081,97.919,0.000,0.000
NW_020537324.1.TD_101,s,55430,19,55449,0.034,99.966,0.000,0.000
NW_020537324.1.TD_840,s,53647,1758,55405,3.173,96.827,0.000,0.000
NW_020538040.1.TD_1043,s,53044,2365,55409,4.268,95.732,0.000,0.000
NW_020537324.1.TD_319,s,46258,9137,55395,16.494,83.506,0.000,0.000
NW_020539725.1.TD_69,s,53123,2267,55390,4.093,95.907,0.000,0.000
NW_020537324.1.TD_1593,s,54351,1007,55358,1.819,98.181,0.000,0.000
NW_020538672.1.TD_1,s,52292,3095,55387,5.588,86.840,7.572,0.000
NW_020537646.1.TD_214,s,54952,403,55355,0.728,99.272,0.000,0.000
NW_020538040.1.TD_531,s,55201,146,55347,0.264,99.736,0.000,0.000
NW_020536999.1.TD_562,s,52983,2320,55303,4.195,95.805,0.000,0.000
NW_020537646.1.TD_1004,s,52848,2471,55319,4.467,95.533,0.000,0.000
NW_020539370.1.TD_1,s,20904,34493,55397,0.014,22.568,15.167,62.251
NW_020536999.1.TD_990,s,53200,2093,55293,3.785,96.215,0.000,0.000
NW_020539725.1.TD_471,s,54665,553,55218,1.001,98.443,0.556,0.000
NW_020538845.1.TD_1,s,48158,7097,55255,12.844,74.971,12.185,0.000
NW_020539724.1.TD_509,s,54203,1030,55233,1.865,97.266,0.869,0.000
NW_020538040.1.TD_2607,s,50379,4776,55155,8.659,91.159,0.181,0.000
NW_020538040.1.TD_209,s,37286,17890,55176,32.424,67.576,0.000,0.000
NW_020537758.1.TD_517,s,53410,1780,55190,3.225,96.775,0.000,0.000
NW_020537216.1.TD_1,s,48650,6525,55175,11.826,88.174,0.000,0.000
NW_020538695.1.TD_5,s,51766,3395,55161,6.155,93.845,0.000,0.000
NW_020539726.1.TD_556,s,48024,7124,55148,12.918,87.082,0.000,0.000
NW_020539380.1.TD_1,s,53063,2038,55101,3.699,96.301,0.000,0.000
NW_020536999.1.TD_522,s,44073,11009,55082,19.987,80.013,0.000,0.000
NW_020539725.1.TD_1412,s,55104,0,55104,0.000,66.558,33.442,0.000
NW_020537646.1.TD_83,s,50838,4249,55087,7.713,92.287,0.000,0.000
NW_020537324.1.TD_68,s,42023,13052,55075,23.699,76.301,0.000,0.000
NW_020538040.1.TD_2491,s,54340,737,55077,1.338,98.662,0.000,0.000
NW_020538040.1.TD_434,s,53687,1383,55070,2.511,97.489,0.000,0.000
NW_020539725.1.TD_1109,s,50949,3907,54856,7.122,92.878,0.000,0.000
NW_020537758.1.TD_600,s,54761,281,55042,0.511,99.489,0.000,0.000
NW_020539726.1.TD_840,s,55048,0,55048,0.000,100.000,0.000,0.000
NW_020539724.1.TD_241,s,52245,2759,55004,5.016,94.984,0.000,0.000
NW_020538040.1.TD_321,s,54866,136,55002,0.247,99.753,0.000,0.000
NW_020537758.1.TD_89,s,47069,7920,54989,14.403,85.597,0.000,0.000
NW_020539725.1.TD_1212,s,53328,1661,54989,3.021,96.979,0.000,0.000
NW_020538040.1.TD_998,s,51778,3172,54950,4.934,94.227,0.000,0.839
NW_020538040.1.TD_2483,s,54894,66,54960,0.120,99.880,0.000,0.000
NW_020537646.1.TD_249,s,50225,4706,54931,8.567,91.433,0.000,0.000
NW_020538830.1.TD_1,s,53313,1630,54943,2.967,97.033,0.000,0.000
NW_020536408.1.TD_1,s,52347,2600,54947,4.732,91.142,4.126,0.000
NW_020538040.1.TD_2486,s,47660,7267,54927,13.230,86.770,0.000,0.000
NW_020536999.1.TD_28,s,54930,0,54930,0.000,100.000,0.000,0.000
NW_020536999.1.TD_1667,s,46047,8858,54905,16.133,83.867,0.000,0.000
NW_020538538.1.TD_1,s,50625,4246,54871,7.738,80.505,11.757,0.000
NW_020537324.1.TD_1407,s,50188,4703,54891,8.568,91.432,0.000,0.000
NW_020538040.1.TD_946,s,51953,2842,54795,5.187,94.813,0.000,0.000
NW_020537324.1.TD_1255,s,46061,8772,54833,15.998,84.002,0.000,0.000
NW_020539724.1.TD_387,s,54388,473,54861,0.862,99.138,0.000,0.000
NW_020536999.1.TD_1563,s,49333,5420,54753,9.899,90.101,0.000,0.000
NW_020537324.1.TD_331,s,47926,6858,54784,12.518,87.482,0.000,0.000
NW_020536999.1.TD_1271,s,49398,5381,54779,9.823,90.177,0.000,0.000
NW_020539023.1.TD_1,s,51483,3269,54752,5.971,94.029,0.000,0.000
NW_020539726.1.TD_646,s,53942,792,54734,1.447,98.553,0.000,0.000
NW_020536999.1.TD_1429,s,53822,918,54740,1.677,98.323,0.000,0.000
NW_020538040.1.TD_2053,s,50454,4263,54717,7.791,92.209,0.000,0.000
NW_020536999.1.TD_1815,s,52899,1809,54708,3.307,96.693,0.000,0.000
NW_020536999.1.TD_286,s,47053,7640,54693,13.969,86.031,0.000,0.000
NW_020536999.1.TD_1535,s,49990,4708,54698,8.607,91.393,0.000,0.000
NW_020538313.1.TD_6,s,41877,12814,54691,23.430,76.570,0.000,0.000
NW_020537758.1.TD_857,s,50731,3944,54675,7.214,92.786,0.000,0.000
NW_020536999.1.TD_479,s,50926,3763,54689,6.881,93.119,0.000,0.000
NW_020537758.1.TD_154,s,54092,570,54662,1.043,98.957,0.000,0.000
NW_020537324.1.TD_477,s,49320,5277,54597,9.665,90.335,0.000,0.000
NW_020536999.1.TD_908,s,53368,1226,54594,2.246,97.754,0.000,0.000
NW_020537592.1.TD_1,s,52294,2335,54629,4.274,91.684,4.042,0.000
NW_020536957.1.TD_1,s,46037,8550,54587,15.663,84.337,0.000,0.000
NW_020538040.1.TD_2531,s,48987,5543,54530,10.165,89.835,0.000,0.000
NW_020538040.1.TD_2043,s,52457,2066,54523,3.789,96.211,0.000,0.000
NW_020536999.1.TD_530,s,50282,4234,54516,7.767,92.233,0.000,0.000
NW_020539353.1.TD_2,s,51825,2683,54508,4.922,91.432,3.645,0.000
NW_020539726.1.TD_774,s,51339,3128,54467,5.743,94.211,0.046,0.000
NW_020537646.1.TD_161,s,53460,1008,54468,1.851,97.991,0.158,0.000
NW_020538040.1.TD_753,s,54429,0,54429,0.000,100.000,0.000,0.000
NW_020539874.1.TD_1,s,50142,4056,54198,7.484,81.092,11.425,0.000
NW_020538040.1.TD_2051,s,51116,3288,54404,6.044,93.956,0.000,0.000
NW_020538040.1.TD_2369,s,50885,3511,54396,6.455,93.545,0.000,0.000
NW_020538040.1.TD_961,s,53120,1264,54384,2.324,97.676,0.000,0.000
NW_020536406.1.TD_1,s,52200,2177,54377,0.697,94.483,1.514,3.307
NW_020538040.1.TD_1496,s,49514,4864,54378,8.945,91.055,0.000,0.000
NW_020537324.1.TD_1095,s,51694,2628,54322,4.838,95.162,0.000,0.000
NW_020537324.1.TD_147,s,53187,1108,54295,2.041,97.959,0.000,0.000
NW_020537758.1.TD_773,s,44535,5510,50045,11.010,88.990,0.000,0.000
NW_020536999.1.TD_1172,s,54018,263,54281,0.485,99.515,0.000,0.000
NW_020536999.1.TD_1910,s,49891,4397,54288,8.099,91.901,0.000,0.000
NW_020537324.1.TD_1668,s,54091,184,54275,0.339,99.661,0.000,0.000
NW_020538040.1.TD_1627,s,53977,285,54262,0.525,99.475,0.000,0.000
NW_020538952.1.TD_1,s,53404,865,54269,1.594,86.525,11.882,0.000
NW_020539727.1.TD_198,s,49766,4491,54257,8.277,91.723,0.000,0.000
NW_020539724.1.TD_151,s,54077,178,54255,0.328,99.672,0.000,0.000
NW_020539262.1.TD_1,s,42081,5624,47705,11.789,88.211,0.000,0.000
NW_020537758.1.TD_451,s,52946,1302,54248,2.400,97.600,0.000,0.000
NW_020539725.1.TD_301,s,51662,2580,54242,4.756,95.244,0.000,0.000
NW_020536342.1.TD_1,s,54008,207,54215,0.382,99.618,0.000,0.000
NW_020537324.1.TD_573,s,53494,718,54212,1.324,98.676,0.000,0.000
NW_020536999.1.TD_365,s,53917,264,54181,0.487,99.513,0.000,0.000
NW_020537324.1.TD_1571,s,54145,0,54145,0.000,100.000,0.000,0.000
NW_020539725.1.TD_109,s,53798,351,54149,0.648,94.183,5.169,0.000
NW_020537324.1.TD_226,s,52951,1186,54137,2.191,97.645,0.164,0.000
NW_020539724.1.TD_328,s,50685,3421,54106,6.323,93.677,0.000,0.000
NW_020539726.1.TD_562,s,48847,5254,54101,9.711,90.289,0.000,0.000
NW_020539489.1.TD_1,s,52957,1140,54097,2.107,97.893,0.000,0.000
NW_020537566.1.TD_2,s,52807,1292,54099,2.388,97.612,0.000,0.000
NW_020537324.1.TD_682,s,48384,5702,54086,10.542,89.458,0.000,0.000
NW_020539725.1.TD_267,s,47356,6698,54054,12.391,87.609,0.000,0.000
NW_020539725.1.TD_510,s,50841,3199,54040,5.920,94.080,0.000,0.000
NW_020536999.1.TD_1146,s,47091,6940,54031,12.844,87.156,0.000,0.000
NW_020538040.1.TD_2604,s,50588,3442,54030,6.371,93.629,0.000,0.000
NW_020539726.1.TD_625,s,49786,4279,54065,7.915,92.085,0.000,0.000
NW_020537758.1.TD_598,s,52980,1017,53997,1.883,98.117,0.000,0.000
NW_020537324.1.TD_415,s,49122,4819,53941,8.934,91.066,0.000,0.000
NW_020537646.1.TD_773,s,49076,4891,53967,9.063,90.937,0.000,0.000
NW_020537758.1.TD_886,s,51920,2074,53994,3.841,96.159,0.000,0.000
NW_020539726.1.TD_207,s,45450,8489,53939,15.738,84.262,0.000,0.000
NW_020539727.1.TD_105,s,51264,2616,53880,4.855,95.145,0.000,0.000
NW_020537758.1.TD_1036,s,50542,3364,53906,6.240,93.760,0.000,0.000
NW_020538507.1.TD_1,s,48318,5574,53892,10.343,89.657,0.000,0.000
NW_020538040.1.TD_1998,s,46659,7203,53862,13.373,86.627,0.000,0.000
NW_020536999.1.TD_367,s,53450,412,53862,0.765,99.235,0.000,0.000
NW_020536999.1.TD_720,s,51635,2221,53856,4.124,95.876,0.000,0.000
NW_020537646.1.TD_87,s,53854,2,53856,0.004,99.996,0.000,0.000
NW_020538781.1.TD_1,s,49267,4589,53856,7.713,56.356,35.123,0.808
NW_020538040.1.TD_1477,s,42531,11304,53835,20.997,79.003,0.000,0.000
NW_020537758.1.TD_476,s,53597,237,53834,0.440,99.560,0.000,0.000
NW_020538040.1.TD_60,s,48111,3386,51497,6.575,93.425,0.000,0.000
NW_020536999.1.TD_1967,s,53840,0,53840,0.000,100.000,0.000,0.000
NW_020537324.1.TD_110,s,53817,0,53817,0.000,100.000,0.000,0.000
NW_020539725.1.TD_728,s,53717,14,53731,0.026,99.974,0.000,0.000
NW_020536999.1.TD_1564,s,47985,5713,53698,10.639,89.361,0.000,0.000
NW_020536246.1.TD_2,s,53283,491,53774,0.913,76.172,22.914,0.000
NW_020537324.1.TD_1153,s,40941,12782,53723,23.792,76.208,0.000,0.000
NW_020537646.1.TD_991,s,49595,4100,53695,7.636,92.364,0.000,0.000
NW_020539724.1.TD_313,s,51548,2146,53694,3.997,93.742,2.261,0.000
NW_020539406.1.TD_1,s,50638,3056,53694,5.692,94.308,0.000,0.000
NW_020537324.1.TD_623,s,45244,8436,53680,15.715,84.285,0.000,0.000
NW_020536999.1.TD_1031,s,52809,866,53675,1.613,98.387,0.000,0.000
NW_020539725.1.TD_171,s,48203,5461,53664,10.176,89.227,0.596,0.000
NW_020537758.1.TD_1217,s,53631,0,53631,0.000,93.498,6.502,0.000
NW_020538040.1.TD_853,s,48494,5139,53633,9.582,90.418,0.000,0.000
NW_020538799.1.TD_1,s,49499,4117,53616,7.679,92.077,0.244,0.000
NW_020537324.1.TD_1619,s,48048,5546,53594,10.348,89.652,0.000,0.000
NW_020536999.1.TD_55,s,51330,2286,53616,4.264,95.736,0.000,0.000
NW_020537324.1.TD_783,s,53605,0,53605,0.000,100.000,0.000,0.000
NW_020539725.1.TD_1247,s,53584,6,53590,0.011,99.989,0.000,0.000
NW_020538040.1.TD_1581,s,52224,1360,53584,2.538,97.462,0.000,0.000
NW_020537324.1.TD_1702,s,51562,2018,53580,3.766,96.234,0.000,0.000
NW_020537324.1.TD_1174,s,49461,4102,53563,7.658,92.342,0.000,0.000
NW_020538040.1.TD_884,s,47652,5916,53568,11.044,88.956,0.000,0.000
NW_020539200.1.TD_2,s,35393,18159,53552,33.909,66.091,0.000,0.000
NW_020538399.1.TD_1,s,53487,40,53527,0.075,92.684,7.241,0.000
NW_020539726.1.TD_176,s,48779,4766,53545,8.901,91.099,0.000,0.000
NW_020536999.1.TD_1945,s,47986,5537,53523,10.345,89.655,0.000,0.000
NW_020539725.1.TD_1448,s,51739,1772,53511,3.311,92.988,3.700,0.000
NW_020537758.1.TD_614,s,51858,1645,53503,3.075,96.925,0.000,0.000
NW_020539724.1.TD_258,s,52537,962,53499,1.798,98.202,0.000,0.000
NW_020537093.1.TD_1,s,51913,1593,53506,2.977,97.023,0.000,0.000
NW_020536999.1.TD_254,s,53086,391,53477,0.731,99.269,0.000,0.000
NW_020539726.1.TD_597,s,49917,3563,53480,6.662,93.338,0.000,0.000
NW_020536999.1.TD_853,s,53454,0,53454,0.000,100.000,0.000,0.000
NW_020537646.1.TD_12,s,51904,1551,53455,2.902,97.098,0.000,0.000
NW_020537758.1.TD_977,s,51182,2268,53450,4.243,95.757,0.000,0.000
NW_020539725.1.TD_1450,s,53367,81,53448,0.152,99.848,0.000,0.000
NW_020537324.1.TD_1357,s,49638,3803,53441,7.116,92.884,0.000,0.000
NW_020539419.1.TD_11,s,41218,9856,51074,19.297,80.703,0.000,0.000
NW_020539725.1.TD_649,s,48125,3252,51377,6.330,93.670,0.000,0.000
NW_020538040.1.TD_1897,s,47768,5630,53398,10.543,89.457,0.000,0.000
NW_020536205.1.TD_1,s,51796,1558,53354,2.920,88.604,8.475,0.000
NW_020536999.1.TD_1782,s,47380,5970,53350,11.190,88.810,0.000,0.000
NW_020539724.1.TD_312,s,53328,3,53331,0.006,99.994,0.000,0.000
NW_020537758.1.TD_94,s,51739,1575,53314,2.954,97.046,0.000,0.000
NW_020536427.1.TD_3,s,50553,2743,53296,5.147,94.853,0.000,0.000
NW_020536999.1.TD_19,s,45342,7937,53279,14.897,85.103,0.000,0.000
NW_020539725.1.TD_1414,s,48242,5036,53278,9.452,90.548,0.000,0.000
NW_020539725.1.TD_445,s,51973,1252,53225,2.352,97.648,0.000,0.000
NW_020538040.1.TD_954,s,52973,305,53278,0.572,99.428,0.000,0.000
NW_020536999.1.TD_1810,s,52793,389,53182,0.731,99.269,0.000,0.000
NW_020539726.1.TD_682,s,53225,0,53225,0.000,100.000,0.000,0.000
NW_020539726.1.TD_193,s,46143,7055,53198,13.262,86.738,0.000,0.000
NW_020539419.1.TD_3,s,51543,1614,53157,3.036,96.964,0.000,0.000
NW_020536999.1.TD_1370,s,47410,5751,53161,10.818,89.182,0.000,0.000
NW_020538040.1.TD_982,s,46587,6561,53148,12.345,87.655,0.000,0.000
NW_020539726.1.TD_352,s,52003,1131,53134,2.129,97.871,0.000,0.000
NW_020537646.1.TD_941,s,52790,352,53142,0.662,99.338,0.000,0.000
NW_020539725.1.TD_912,s,46915,6215,53130,11.698,88.302,0.000,0.000
NW_020538040.1.TD_1576,s,50545,2581,53126,4.858,95.142,0.000,0.000
NW_020539727.1.TD_238,s,52345,367,52712,0.696,99.304,0.000,0.000
NW_020539725.1.TD_865,s,51085,1994,53079,3.757,96.243,0.000,0.000
